Tanimbar Ikat,Textile,Tanimbar Ikat from the Maluku Islands features bold colors and geometric patterns. It is handwoven using traditional methods and is cherished for its cultural significance.,"650,000",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tokopedia.com%2Falexoraplean%2Fkain-tenun-ikat-tanimbar-kain-sarung-hitam-108-x-73-cm&psig=AOvVaw0npsWCEUFnk1vVNpSgfx9e&ust=1728493837496000&source=images&cd=vfe&opi=89978449&ved=2ahUKEwjtntu6o_-IAxX_v2MGHRdOMFQQjRx6BAgAEBg
Borneo Lanting Snack,Food,Lanting is a crunchy snack made from cassava and is popular in Borneo. It has a savory flavor and is often enjoyed as a light snack.,"25,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr0XmA8CcHiXSi--xh8xoSbXICJZHn-jXGfMtvVA0FRZoVSi6O9F0aXBGWslQCaBdfmpg&usqp=CAU
Balinese Stone Bowl,Handicraft,Stone bowls from Bali are carved by hand and often used in traditional offerings. They are durable and make beautiful decorative pieces.,"300,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsbHk-lASbNBWalKQouWm4PGjLYi8Kc3gN7w&s
Sumatra Bark Cloth,Textile,Bark cloth from Sumatra is made by beating the inner bark of trees into thin sheets. It is often decorated with natural dyes and used for traditional clothing.,"450,000",https://i.pinimg.com/236x/e5/f4/09/e5f409a4edad0634ef7e7e6fbd5d3400.jpg
Flores Beaded Headband,Accessory,Beaded headbands from Flores Island are made using colorful beads arranged in intricate patterns. They are worn during ceremonies and are popular among tourists.,"100,000",https://orheaboutique.com/wp-content/uploads/2022/04/Bali_F-scaled.jpeg
Batik Nitik,Textile,Batik Nitik features dot patterns that are carefully hand-stamped onto fabric. It is unique to the Yogyakarta region and symbolizes patience and precision.,"400,000",https://trimulyo.bantulkab.go.id/assets/files/artikel/sedang_1683256095WhatsAppImage20230505at10.06.34AM1.jpeg
Sumba Ikat Blanket,Textile,"Sumba ikat blankets are known for their bold colors and large motifs. Each blanket takes weeks to make, showcasing the skills of Sumbanese weavers.","750,000",https://images.tokopedia.net/img/cache/700/VqbcmM/2024/7/7/35437461-e73b-4bf5-85f7-1e1df48d6c83.jpg
Moluccas Nutmeg Oil,Handicraft,Nutmeg oil from the Moluccas is known for its aromatic and medicinal properties. It is often used in traditional medicine and aromatherapy.,"120,000",https://ancientcityways.com/wp-content/uploads/2020/07/Slider-Moluccas-Nutmeg.jpg
Betawi Ondel-Ondel Doll,Handicraft,"Ondel-Ondel dolls are iconic Betawi puppets used in traditional performances. These dolls are made from wood and fabric, and are cherished as cultural artifacts.","500,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBJVgrPVFBNHONx-ExmRFwNggvsC2JoweOfw&s
Aceh Rencong Dagger,Traditional Weapon,"The Rencong is a traditional dagger from Aceh, symbolizing bravery and power. It has a unique curved blade and is often used in ceremonial events.","850,000",https://www.mandarinmansion.com/sites/default/files/2023-10/aceh-rencong-overall.jpeg
Indonesian Kue Putu,Food,"Kue Putu is a traditional Indonesian snack made from rice flour and filled with palm sugar. It is steamed in bamboo tubes, giving it a unique aroma and taste.","15,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQS986_D88Iarfu0I4CtATev5ErO7X788FwTCLsmUPXBri838N1RYBXiUlwf0Bqx2OtWLY&usqp=CAU
Dayak Feather Headdress,Traditional Wear,"This feathered headdress is worn by the Dayak people of Kalimantan during traditional ceremonies. Each headdress is decorated with feathers and beads, symbolizing bravery and cultural pride. It is a stunning piece representing the Dayak heritage.","600,000",https://m.media-amazon.com/images/I/71fByZjE1uL._AC_SL1002_.jpg
Balinese Wood Mask,Handicraft,"Balinese wood masks are intricately carved and painted, often depicting characters from folklore. These masks are used in traditional dances and rituals, and make for impressive decorative pieces. They are a testament to Bali's rich artistic tradition.","550,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQGO4KNzcyJG1bpV1vCdLzOJgUOBNQ0On1MQ&s
